TXNAME	TXSYMBOL
FBtr0344827	CG3309-RB
FBtr0070799	CG4119-RA
FBtr0340463	CG4119-RB
FBtr0070800	RpL35-RB
FBtr0070801	RpL35-RA
FBtr0345788	RpL35-RC
FBtr0070802	Gr5a-RA
FBtr0070804	cv-RA
FBtr0340464	cv-RB
FBtr0340465	cv-RC
FBtr0301083	AdamTS-B-RB
FBtr0301084	AdamTS-B-RC
FBtr0070806	CG15773-RA
FBtr0308572	CG15773-RB
FBtr0070807	CG4078-RA
FBtr0332398	CG4078-RB
FBtr0070808	CG15772-RA
FBtr0339743	CG15772-RB
FBtr0070809	CG15771-RA
FBtr0345789	CG15771-RD
FBtr0303290	CG15771-RC
FBtr0070813	CG15767-RA
FBtr0070814	CG12239-RA
FBtr0070815	Cpr5C-RA
FBtr0070816	Prosbeta2R1-RA
FBtr0070817	CG15765-RA
FBtr0332935	CG15765-RB
FBtr0070818	tRNA:Glu-CTC-6-1Psi-RA
FBtr0070819	CG12729-RA
FBtr0070820	CG15764-RA
FBtr0343536	CG15764-RB
FBtr0339948	CG16721-RB
FBtr0070821	CG16721-RA
FBtr0345313	CG16721-RC
FBtr0070824	CG4020-RA
FBtr0333800	CG4020-RB
FBtr0070825	CG12236-RA
FBtr0070826	CG12236-RB
FBtr0070827	Shmt-RA
FBtr0290235	Shmt-RB
FBtr0345317	Shmt-RC
FBtr0070828	Usp30-RA
FBtr0343537	Usp30-RB
FBtr0070829	mof-RA
FBtr0070830	GAA1-RA
FBtr0070832	AgmNAT-RA
FBtr0070833	CG3108-RA
FBtr0070836	CG3097-RA
FBtr0070837	MAPk-Ak2-RB
FBtr0070839	MAPk-Ak2-RD
FBtr0302940	MAPk-Ak2-RE
FBtr0308577	MAPk-Ak2-RF
FBtr0070840	lin-52-RA
FBtr0339744	lin-52-RB
FBtr0070841	IntS6-RA
FBtr0070842	IntS6-RB
FBtr0332399	IntS6-RC
FBtr0332400	IntS6-RD
FBtr0332401	IntS6-RE
FBtr0070843	Snx27-RA
FBtr0340670	Snx27-RD
FBtr0339525	Snx27-RC
FBtr0070844	CG33080-RA
FBtr0070845	CG33080-RB
FBtr0342971	CG33080-RC
FBtr0342972	CG33080-RD
FBtr0070846	CG3149-RA
FBtr0070847	PGAP1-RA
FBtr0070848	Tre1-RA
FBtr0340222	Tre1-RC
FBtr0308339	Tre1-RB
FBtr0070849	Rab18-RA
FBtr0070850	Sirt4-RA
FBtr0070851	Sirt4-RB
FBtr0070852	Sirt4-RC
FBtr0070858	CG3726-RA
FBtr0343051	CG3726-RB
FBtr0070859	CG12728-RA
FBtr0343052	CG12728-RB
FBtr0070860	CG32756-RA
FBtr0343295	CG32756-RB
FBtr0070861	CG6041-RA
FBtr0070862	CG32755-RA
FBtr0070863	CG6048-RA
FBtr0070864	CG6067-RA
FBtr0070865	Grip-RA
FBtr0343413	Grip-RB
FBtr0343414	Grip-RC
FBtr0070866	CG5966-RA
FBtr0343294	CG5966-RB
FBtr0070867	MCTS1-RA
FBtr0305344	MCTS1-RB
FBtr0305345	CG5937-RC
FBtr0305346	CG5937-RD
FBtr0305342	CG5921-RC
FBtr0305343	CG5921-RD
FBtr0336972	CG5921-RE
FBtr0070872	Nep1-RB
FBtr0070873	Nep1-RA
FBtr0340032	Nep1-RC
FBtr0343930	Nep1-RD
FBtr0070874	Efr-RA
FBtr0070875	Efr-RB
FBtr0070877	sqh-RA
FBtr0339502	sqh-RB
FBtr0339503	sqh-RC
FBtr0339504	sqh-RD
FBtr0345294	sqh-RE
FBtr0070878	Btnd-RA
FBtr0070879	vanin-like-RA
FBtr0070880	CG32751-RA
FBtr0340669	CG32751-RB
FBtr0070881	CG32750-RA
FBtr0070884	Mipp2-RA
FBtr0332964	raptor-RB
FBtr0345895	raptor-RC
FBtr0070886	CG4660-RA
FBtr0070887	CG4666-RA
FBtr0345900	CG4666-RB
FBtr0070888	Tsp5D-RA
FBtr0114466	Tsp5D-RB
FBtr0331169	Tsp5D-RC
FBtr0070889	rux-RA
FBtr0307288	rux-RB
FBtr0070890	mab-21-RA
FBtr0070891	CG4766-RA
FBtr0070892	fs(1)M3-RA
FBtr0070893	CG14445-RA
FBtr0112954	CG14445-RB
FBtr0339495	CG14445-RC
FBtr0339496	CG14445-RD
FBtr0070894	Spx-RA
FBtr0070895	CG3781-RA
FBtr0070896	Spt6-RA
FBtr0340027	Spt6-RB
FBtr0070897	wuho-RA
FBtr0070898	mldr-RA
FBtr0305494	mldr-RB
FBtr0070899	CG3815-RA
FBtr0070900	CG3823-RA
FBtr0070901	CG15894-RA
FBtr0112955	CG15894-RB
FBtr0339770	CG15894-RC
FBtr0339771	CG15894-RD
FBtr0070903	CG3842-RA
FBtr0070904	CG3842-RB
FBtr0331394	CG3842-RC
FBtr0331395	CG3842-RD
FBtr0070905	CG3847-RA
FBtr0070911	tRNA:Phe-GAA-1-1-RA
FBtr0070912	CG3918-RA
FBtr0070913	Agxt-RA
FBtr0070914	dx-RA
FBtr0070915	RpL7A-RA
FBtr0070916	RpL7A-RD
FBtr0343328	RpL7A-RE
FBtr0343329	RpL7A-RF
FBtr0345293	RpL7A-RG
FBtr0070918	CG3342-RA
FBtr0070921	PpV-RA
FBtr0331430	PpV-RB
FBtr0331431	PpV-RC
FBtr0331432	PpV-RD
FBtr0070922	swa-RA
FBtr0070923	swaPsi-RA
FBtr0334014	swaPsi-RB
FBtr0070924	ND-B16.6-RA
FBtr0340026	ND-B16.6-RB
FBtr0347282	ND-B16.6-RC
FBtr0070925	CG12219-RA
FBtr0305495	Rpt4-RB
FBtr0070930	Top3beta-RA
FBtr0340028	Top3beta-RB
FBtr0078034	CG4291-RA
FBtr0334797	CG4291-RB
FBtr0078037	drongo-RC
FBtr0302612	drongo-RH
FBtr0302120	drongo-RF
FBtr0302121	drongo-RG
FBtr0334763	drongo-RI
FBtr0078038	CG3862-RA
FBtr0078039	PGAP2-RA
FBtr0078040	CG15880-RA
FBtr0078041	Saf6-RA
FBtr0332974	Saf6-RB
FBtr0078042	Pkg21D-RA
FBtr0078043	Eaat2-RA
FBtr0301316	Eaat2-RC
FBtr0301317	Eaat2-RD
FBtr0308305	lectin-21Cb-RB
FBtr0078049	Plc21C-RC
FBtr0078050	Plc21C-RD
FBtr0078047	Plc21C-RA
FBtr0078048	Plc21C-RB
FBtr0330673	Plc21C-RG
FBtr0330674	Plc21C-RH
FBtr0078052	CG33127-RA
FBtr0078053	al-RA
FBtr0078054	Polr1B-RA
FBtr0078056	RpLP1-RA
FBtr0331932	RpLP1-RB
FBtr0078057	CG13692-RA
FBtr0078058	BBS8-RA
FBtr0078059	ex-RA
FBtr0329832	ex-RB
FBtr0078060	shv-RA
FBtr0078061	CG4133-RA
FBtr0331230	CG4133-RB
FBtr0331231	CG4133-RC
FBtr0078062	MED15-RA
FBtr0078063	ush-RA
FBtr0310027	ush-RB
FBtr0329895	ush-RC
FBtr0333012	ush-RD
FBtr0333013	ush-RE
FBtr0078066	Tspo-RA
FBtr0078067	CG2794-RA
FBtr0078068	Sf3b1-RA
FBtr0332340	Sf3b1-RB
FBtr0078069	cold-RA
FBtr0310022	cold-RB
FBtr0078070	Pph13-RA
FBtr0343220	Gsc-RC
FBtr0343221	Gsc-RD
FBtr0347398	Gsc-RE
FBtr0346726	Ptth-RG
FBtr0333746	Ptth-RE
FBtr0346650	Ptth-RF
FBtr0078074	Ipk2-RA
FBtr0078075	Nle-RA
FBtr0078076	CG11835-RA
FBtr0332341	CG11835-RB
FBtr0332342	CG11835-RC
FBtr0345577	CG11835-RD
FBtr0078079	Ets21C-RA
FBtr0112854	Ets21C-RB
FBtr0344014	Ets21C-RC
FBtr0345429	Ets21C-RD
FBtr0078080	Spp-RA
FBtr0078081	lwr-RA
FBtr0078082	lwr-RB
FBtr0310028	lwr-RC
FBtr0310029	lwr-RD
FBtr0078083	cbt-RA
FBtr0078084	cbt-RB
FBtr0310030	cbt-RC
FBtr0310034	CG4297-RC
FBtr0310035	CG4297-RD
FBtr0078087	crq-RA
FBtr0078088	crq-RB
FBtr0331232	crq-RD
FBtr0331233	crq-RE
FBtr0304741	crq-RC
FBtr0078089	CG11885-RA
FBtr0078090	CG13690-RA
FBtr0078093	CG4213-RA
FBtr0331204	CG4213-RB
FBtr0078094	Ent1-RA
FBtr0078095	Ent1-RB
FBtr0330651	Ent1-RC
FBtr0078096	CG31921-RA
FBtr0078098	CG11911-RA
FBtr0078099	CG11912-RA
FBtr0078100	dbr-RB
FBtr0306536	dbr-RC
FBtr0306537	dbr-RD
FBtr0306538	dbr-RE
FBtr0306539	dbr-RF
FBtr0078101	galectin-RA
FBtr0301733	galectin-RB
FBtr0302164	galectin-RE
FBtr0306540	galectin-RD
FBtr0331680	galectin-RF
FBtr0306541	CG11374-RC
FBtr0078103	Zir-RA
FBtr0078104	CG11377-RA
FBtr0330636	CG11377-RB
FBtr0078115	Gs1-RC
FBtr0078114	Gs1-RB
FBtr0300568	Gs1-RD
FBtr0078116	CG11454-RA
FBtr0078117	ND-15-RA
FBtr0078118	ND-15-RB
FBtr0301886	ND-15-RC
FBtr0301887	ND-15-RD
FBtr0306542	ND-15-RF
FBtr0330638	ND-15-RG
FBtr0330639	ND-15-RH
FBtr0330640	ND-15-RI
FBtr0330641	ND-15-RJ
FBtr0330642	ND-15-RK
FBtr0078119	CG3436-RA
FBtr0340650	CG3436-RC
FBtr0078124	mRpL10-RA
FBtr0078125	Tbc1d15-17-RA
FBtr0332338	Tbc1d15-17-RB
FBtr0332339	Tbc1d15-17-RC
FBtr0078126	CG13693-RA
FBtr0078127	CG3345-RA
FBtr0078129	smo-RA
FBtr0078130	CG11562-RA
FBtr0078131	Stip1-RA
FBtr0331205	Pi3K21B-RB
FBtr0331206	Pi3K21B-RC
FBtr0331207	Pi3K21B-RD
FBtr0331208	Pi3K21B-RE
FBtr0078133	U2af38-RA
FBtr0333408	U2af38-RB
FBtr0078134	Amnionless-RA
FBtr0330647	Amnionless-RB
FBtr0078135	CG3625-RA
FBtr0078136	CG3625-RB
FBtr0113009	CG3625-RC
FBtr0343778	CG3625-RE
FBtr0078137	CG11601-RA
FBtr0343779	CG11601-RB
FBtr0343780	CG11601-RC
FBtr0078140	CG3645-RA
FBtr0078141	CG3645-RB
FBtr0336989	CG3645-RC
FBtr0078142	CG17075-RA
FBtr0308252	CG17075-RB
FBtr0078146	CG11617-RA
FBtr0308246	CG11617-RB
FBtr0078147	CG3709-RA
FBtr0300987	CG31974-RB
FBtr0330644	CG31974-RC
FBtr0330645	CG31974-RD
FBtr0302195	CG31975-RB
FBtr0302196	CG31975-RC
FBtr0346127	ovm-RC
FBtr0302194	ovm-RB
FBtr0078160	CG13694-RA
FBtr0336838	CG13694-RB
FBtr0301452	Nhe1-RB
FBtr0290323	net-RB
FBtr0330637	net-RC
FBtr0078163	Cda5-RA
FBtr0078164	Cda5-RB
FBtr0309225	Cda5-RF
FBtr0309226	Cda5-RG
FBtr0309227	Cda5-RH
FBtr0309228	Cda5-RI
FBtr0309229	Cda5-RJ
FBtr0113416	Cda5-RE
FBtr0113008	Ir21a-RB
FBtr0078166	l(2)gl-RB
FBtr0078167	l(2)gl-RD
FBtr0078168	l(2)gl-RE
FBtr0078169	l(2)gl-RF
FBtr0078170	l(2)gl-RC
FBtr0078171	l(2)gl-RA
FBtr0306589	l(2)gl-RG
FBtr0306590	l(2)gl-RH
FBtr0306591	l(2)gl-RI
FBtr0306592	l(2)gl-RJ
FBtr0330655	l(2)gl-RK
FBtr0078172	Spn77Bc-RA
FBtr0331816	Spn77Bc-RB
FBtr0078173	eRF1-RC
FBtr0078174	eRF1-RB
FBtr0078175	eRF1-RE
FBtr0078176	eRF1-RF
FBtr0078177	eRF1-RA
FBtr0078178	eRF1-RG
FBtr0331817	eRF1-RH
FBtr0331818	eRF1-RI
FBtr0078179	CG5618-RA
FBtr0331819	CG5618-RD
FBtr0331820	CG5618-RE
FBtr0078181	kin17-RA
FBtr0308646	CG5665-RB
FBtr0308655	CG5665-RC
FBtr0078183	in-RA
FBtr0473581	CG13247-RB
FBtr0473582	CG13247-RC
FBtr0078185	RhoBTB-RA
FBtr0330157	RhoBTB-RB
FBtr0330158	RhoBTB-RC
FBtr0078191	zye-RA
FBtr0078194	CtIP-RA
FBtr0344821	CtIP-RB
FBtr0078195	CG5910-RA
FBtr0300411	CG5910-RB
FBtr0078196	mag-RA
FBtr0078197	CG5955-RA
FBtr0078198	CG5969-RA
FBtr0078199	isoQC-RB
FBtr0078200	isoQC-RA
FBtr0078201	ND-39-RA
FBtr0331564	ND-39-RB
FBtr0078202	CG32425-RC
FBtr0078203	CG32425-RE
FBtr0078204	CG32425-RB
FBtr0078205	CG32425-RA
FBtr0113436	CG32425-RF
FBtr0078206	CG18281-RA
FBtr0078207	CG17637-RA
FBtr0078208	CG5078-RA
FBtr0078209	CG5104-RB
FBtr0078210	CG4858-RA
FBtr0078211	CG13250-RA
FBtr0331565	CG13250-RB
FBtr0078212	knrl-RA
FBtr0346815	knrl-RB
FBtr0078213	Rcd2-RA
FBtr0078215	mTerf3-RA
FBtr0078216	BNIP3-RA
FBtr0078217	BNIP3-RC
FBtr0078218	BNIP3-RB
FBtr0078219	BNIP3-RD
FBtr0331567	BNIP3-RE
FBtr0078220	ZnT77C-RA
FBtr0078221	ZnT77C-RB
FBtr0078222	CG32428-RA
FBtr0300452	CG32428-RB
FBtr0303381	CG32428-RC
FBtr0078223	atk-RA
FBtr0331569	atk-RB
FBtr0331570	atk-RC
FBtr0078224	CG5199-RA
FBtr0331571	CG5199-RB
FBtr0078225	Hpd-RA
FBtr0078226	Hpd-RB
FBtr0078227	mRpL15-RA
FBtr0290266	Las-RC
FBtr0078230	CG5262-RA
FBtr0310615	CG5262-RB
FBtr0078231	CG5274-RB
FBtr0078232	CG5274-RA
FBtr0078233	CG5282-RA
FBtr0078234	CG13248-RA
FBtr0078235	trbl-RA
FBtr0078238	CG5498-RB
FBtr0273273	Ide-RB
FBtr0078240	Toll-9-RA
FBtr0308647	Toll-9-RB
FBtr0308648	Toll-9-RC
FBtr0078242	Rbbp5-RA
FBtr0078243	CG13251-RA
FBtr0078245	CG13252-RA
FBtr0078246	CG4186-RA
FBtr0345810	CG4186-RB
FBtr0078247	Pitslre-RA
FBtr0078250	Pitslre-RC
FBtr0304935	Pitslre-RE
FBtr0304936	Pitslre-RF
FBtr0331523	Pitslre-RG
FBtr0078251	Pex14-RA
FBtr0078252	tzn-RB
FBtr0078253	tzn-RA
FBtr0078254	tzn-RC
FBtr0078255	Spc105R-RA
FBtr0321284	Spc105R-RB
FBtr0078256	HIPP1-RA
FBtr0331524	HIPP1-RB
FBtr0331525	HIPP1-RC
FBtr0331526	HIPP1-RD
FBtr0078262	CG3288-RA
FBtr0345826	CG3288-RB
FBtr0078263	CG13255-RA
FBtr0331527	CG13255-RB
FBtr0078264	CG11456-RA
FBtr0300873	CG11456-RB
FBtr0333371	CG11456-RC
FBtr0078265	CG11458-RA
FBtr0078266	CG10589-RA
FBtr0078267	fng-RA
FBtr0078268	CG32432-RA
FBtr0333372	CG32432-RB
FBtr0078269	CSN3-RA
FBtr0078272	CG3634-RA
FBtr0331528	CG3634-RB
FBtr0331529	CG3634-RC
FBtr0078273	CG3698-RA
FBtr0078274	Six4-RA
FBtr0078275	Six4-RB
FBtr0078276	CG11396-RA
FBtr0078277	Pcif1-RB
FBtr0078278	Pex16-RA
FBtr0078279	CG4042-RA
FBtr0321286	CG4042-RB
FBtr0479913	CG4074-RC
FBtr0479914	CG4074-RD
FBtr0078281	Gr77a-RA
FBtr0113182	cmpy-RB
FBtr0113183	cmpy-RC
FBtr0305579	cmpy-RD
FBtr0078283	kni-RA
FBtr0344836	kni-RB
FBtr0078284	CG10588-RA
FBtr0346528	CG10588-RB
FBtr0302444	CR33283-RB
FBtr0078286	CG12984-RA
FBtr0344990	CG12984-RB
FBtr0078287	Pdss2-RA
FBtr0345136	Pdss2-RB
FBtr0078288	Polr3E-RA
FBtr0304820	Polr3E-RC
FBtr0111038	siz-RC
FBtr0078289	siz-RB
FBtr0078290	siz-RA
FBtr0301602	siz-RD
FBtr0078291	CG33284-RA
FBtr0078292	ICA69-RA
FBtr0305500	ICA69-RB
FBtr0078297	CG10512-RA
FBtr0078298	CG10512-RB
FBtr0078299	CG10512-RC
FBtr0078300	CG10512-RD
FBtr0307385	CG10508-RI
FBtr0307386	CG10508-RJ
FBtr0307387	CG10508-RK
FBtr0331854	CG10508-RL
FBtr0078305	Ilk-RA
FBtr0307160	Ilk-RB
FBtr0078306	Eip78C-RA
FBtr0078307	Eip78C-RB
FBtr0306157	Eip78C-RD
FBtr0306158	Eip78C-RE
FBtr0078309	Trmt112-RA
FBtr0078310	CG10510-RA
FBtr0078311	CG33056-RA
FBtr0078312	CG33056-RB
FBtr0078313	CG33056-RC
FBtr0078314	CG33056-RD
FBtr0078315	CG33056-RE
FBtr0078316	CG33054-RB
FBtr0078317	CG33054-RA
FBtr0078318	park-RB
FBtr0078319	park-RC
FBtr0330066	Ac78C-RD
FBtr0330067	Ac78C-RE
FBtr0301701	Ac78C-RB
FBtr0333358	Ac78C-RF
FBtr0305501	Ac78C-RC
FBtr0078323	CG10565-RA
FBtr0305502	CG10565-RB
FBtr0078324	ko-RA
FBtr0333449	ko-RB
FBtr0078325	CG33285-RA
FBtr0078327	CG10584-RA
FBtr0078329	skd-RC
FBtr0078328	skd-RD
FBtr0112830	skd-RE
FBtr0333284	skd-RF
FBtr0113459	CG33286-RB
FBtr0290073	CG33287-RB
FBtr0114616	CG12983-RB
FBtr0114617	CG12983-RC
FBtr0114618	CG12983-RD
FBtr0333285	CG12983-RF
FBtr0308681	CG12983-RE
FBtr0078333	CG10587-RA
FBtr0333286	CG10587-RC
FBtr0339891	CG10587-RD
FBtr0078334	CG11037-RA
FBtr0078335	Sems-RA
FBtr0078337	Cpr78Cb-RA
FBtr0333394	Cpr78Cb-RB
FBtr0078338	Cpr78Cc-RA
FBtr0078339	CG7632-RA
FBtr0321281	CG7632-RB
FBtr0078342	Tsr1-RA
FBtr0078343	CG32436-RA
FBtr0078344	CG32437-RA
FBtr0078345	CG32440-RA
FBtr0301013	CG33288-RC
FBtr0078348	Aef1-RA
FBtr0078349	Aef1-RC
FBtr0078350	Aef1-RB
FBtr0330156	Aef1-RD
FBtr0078353	CG7519-RA
FBtr0332711	CG7519-RB
FBtr0078354	Est-Q-RA
FBtr0078356	M6-RB
FBtr0339793	M6-RG
FBtr0332712	M6-RC
FBtr0332713	M6-RD
FBtr0332714	M6-RE
FBtr0332715	M6-RF
FBtr0078357	Cdk12-RB
FBtr0078358	Cdk12-RA
FBtr0332716	Cdk12-RC
FBtr0078359	CG7611-RE
FBtr0078361	CG7611-RG
FBtr0078362	CG7611-RB
FBtr0078363	CG7611-RH
FBtr0078364	CG7611-RC
FBtr0078365	CG7611-RD
FBtr0078366	CG7611-RA
FBtr0301197	CG7611-RI
FBtr0301198	CG7611-RJ
FBtr0305326	ppk5-RB
FBtr0305327	ppk5-RC
FBtr0078368	Rpn10-RA
FBtr0333453	Rpn10-RB
FBtr0078369	VhaM9.7-b-RA
FBtr0333454	VhaM9.7-b-RB
FBtr0078370	CG33290-RA
FBtr0078371	CG7634-RA
FBtr0301600	SMC5-RE
FBtr0301601	SMC5-RF
FBtr0333455	SMC5-RG
FBtr0333456	SMC5-RH
FBtr0300057	EMC10-RC
FBtr0300058	EMC10-RD
FBtr0078377	CRIF-RA
FBtr0078380	CG7173-RA
FBtr0346817	Wnk-RL
FBtr0346818	Wnk-RM
FBtr0346819	Wnk-RN
FBtr0347540	Wnk-RO
FBtr0078383	Mkrn1-RA
FBtr0078384	Mkrn1-RB
FBtr0305331	Mkrn1-RC
FBtr0078387	SAK-RA
FBtr0078390	Hr78-RC
FBtr0078391	Hr78-RA
FBtr0078392	Hr78-RD
FBtr0078389	Hr78-RB
FBtr0303653	Hr78-RE
FBtr0303654	Hr78-RF
FBtr0078393	CG7202-RA
FBtr0078394	Neu2-RA
FBtr0332718	Neu2-RB
FBtr0078395	croc-RA
FBtr0078397	CG5664-RA
FBtr0331822	CG5664-RB
FBtr0078399	barc-RC
FBtr0078400	barc-RA
FBtr0078401	sa-RA
FBtr0306795	CG12971-RB
FBtr0331796	CG12971-RC
FBtr0078403	ebd2-RA
FBtr0305306	ebd2-RB
FBtr0078404	Tbc1d8-9-RA
FBtr0331797	Tbc1d8-9-RB
FBtr0078405	Pc-RA
FBtr0078406	CG11309-RB
FBtr0078407	CG11309-RA
FBtr0321282	CG11309-RC
FBtr0321283	CG11309-RD
FBtr0331798	CG11309-RE
FBtr0345883	CG11309-RF
FBtr0078409	Cpr78Ca-RA
FBtr0078410	CG12974-RA
FBtr0078411	CG12974-RB
FBtr0332860	CG12974-RC
FBtr0345804	CG12974-RD
FBtr0078412	ppl-RA
FBtr0078415	CG9389-RA
FBtr0078417	CG9391-RA
FBtr0305708	CG9391-RC
FBtr0301160	CG11307-RC
FBtr0333391	CG11307-RD
FBtr0078422	Alg11-RA
FBtr0333392	Alg11-RB
FBtr0078423	ORMDL-RA
FBtr0078424	CG32444-RA
FBtr0078425	CG32445-RA
FBtr0078426	Atox1-RA
FBtr0330117	Atox1-RB
FBtr0078429	CG11249-RA
FBtr0078430	CG11248-RB
FBtr0078431	CG11248-RA
FBtr0333967	CG11248-RC
FBtr0078432	Polr2H-RA
FBtr0078433	CG14573-RA
FBtr0078434	CG14572-RA
FBtr0078435	CG14564-RA
FBtr0078436	CG7370-RA
FBtr0078437	eg-RB
FBtr0078438	eg-RA
FBtr0332810	eg-RC
FBtr0078439	CycH-RA
FBtr0078440	CG7407-RA
FBtr0078441	CG7414-RA
FBtr0303245	CG7414-RC
FBtr0303246	CG7414-RD
FBtr0303247	CG7414-RE
FBtr0078444	CG14563-RA
FBtr0078445	P5CDh1-RA
FBtr0078446	P5CDh1-RB
FBtr0078447	P5CDh1-RD
FBtr0332813	P5CDh1-RF
FBtr0303031	P5CDh1-RE
FBtr0078448	CG7148-RA
FBtr0290247	CG32448-RB
FBtr0303248	CG32448-RC
FBtr0078450	Syn1-RB
FBtr0310451	Syn1-RC
FBtr0333892	Syn1-RD
FBtr0333893	Syn1-RE
FBtr0078452	CG14565-RA
FBtr0078453	CG14566-RA
FBtr0332768	CG14566-RB
FBtr0078454	CG14567-RA
FBtr0078455	CG14568-RA
FBtr0078456	CG14569-RA
FBtr0078457	CG14570-RA
FBtr0078458	CG11247-RB
FBtr0078459	CG11247-RA
FBtr0113184	CG11247-RC
FBtr0332769	CG11247-RD
FBtr0078461	CG32447-RB
FBtr0333969	CG32447-RC
FBtr0333970	CG32447-RD
FBtr0078462	Als2-RA
FBtr0078463	Cpr78E-RA
FBtr0078464	MED1-RA
FBtr0302592	MED1-RB
FBtr0333972	MED1-RC
FBtr0301161	CG7166-RB
FBtr0333393	CG7166-RC
FBtr0078466	S1P-RA
FBtr0078471	SLC22A-RA
FBtr0078472	CG14562-RA
FBtr0334088	CG14562-RB
FBtr0347604	CR7448-RD
FBtr0078475	CG7458-RA
FBtr0308081	Chs2-RC
FBtr0334089	Chs2-RD
FBtr0078477	P5CS-RA
FBtr0309869	P5CS-RB
FBtr0078478	Act79B-RA
FBtr0334090	Act79B-RB
FBtr0078479	Oct-TyrR-RA
FBtr0301930	Oct-TyrR-RB
FBtr0078480	CG14561-RA
FBtr0334111	CG14561-RB
FBtr0078481	RpLP0-RA
FBtr0334113	RpLP0-RB
FBtr0078482	msopa-RA
FBtr0334114	msopa-RB
FBtr0078484	CG7130-RA
FBtr0078485	CG7133-RA
FBtr0078486	CG7139-RA
FBtr0114546	CG7140-RB
FBtr0078489	PolH-RA
FBtr0078490	tRNA:Cys-GCA-4-1-RA
FBtr0078492	Ddx1-RA
FBtr0078493	Csp-RA
FBtr0078494	Csp-RB
FBtr0078495	Csp-RC
FBtr0344983	Csp-RF
FBtr0334746	Csp-RD
FBtr0334747	Csp-RE
FBtr0078496	Srpk79D-RB
FBtr0304724	Srpk79D-RH
FBtr0303599	Srpk79D-RE
FBtr0303600	Srpk79D-RF
FBtr0306594	Srpk79D-RI
FBtr0306595	Srpk79D-RJ
FBtr0306596	Srpk79D-RK
FBtr0306597	Srpk79D-RL
FBtr0334748	Srpk79D-RM
FBtr0334749	Srpk79D-RN
FBtr0334750	Srpk79D-RO
FBtr0078498	IleRS-RA
FBtr0078499	IleRS-RC
FBtr0078500	IleRS-RD
FBtr0078501	CG32450-RA
FBtr0078503	CG11449-RA
FBtr0078504	CG11438-RA
FBtr0345586	CG11438-RB
FBtr0078505	CG11437-RA
FBtr0078506	CG11426-RA
FBtr0078507	CG11425-RA
FBtr0078508	laza-RA
FBtr0078509	Ten-m-RB
FBtr0330159	Ten-m-RE
FBtr0306107	Ten-m-RD
FBtr0078510	Hem-RA
FBtr0078511	CG11523-RA
FBtr0078512	Rich-RA
FBtr0334751	Rich-RB
FBtr0078513	CG11404-RA
FBtr0331778	CG11404-RB
FBtr0078514	Trxr-2-RA
FBtr0078515	ND-B14.5AL-RA
FBtr0078517	CG14457-RA
FBtr0100669	CG14457-RB
FBtr0331774	CG14457-RC
FBtr0078518	CG14456-RA
FBtr0289975	CG14456-RB
FBtr0078519	CG14453-RA
FBtr0078520	CG14452-RA
FBtr0078521	CG32453-RA
FBtr0344813	CG32453-RB
FBtr0078522	CG11370-RA
FBtr0330172	CG11370-RB
FBtr0078523	CG32452-RA
FBtr0078524	CG32452-RB
FBtr0345591	CG32452-RC
FBtr0078528	CG11367-RA
FBtr0078529	CG32454-RA
FBtr0078530	CG7369-RA
FBtr0078531	SPoCk-RA
FBtr0078532	SPoCk-RC
FBtr0078533	SPoCk-RB
FBtr0113437	SPoCk-RD
FBtr0302134	SPoCk-RE
FBtr0306600	SPoCk-RF
FBtr0332105	SPoCk-RG
FBtr0474170	SPoCk-RH
FBtr0078534	CG14448-RA
FBtr0078535	l(3)04053-RA
FBtr0078536	CG11241-RA
FBtr0113188	CG11241-RB
FBtr0347061	CG11241-RC
FBtr0078537	CG14450-RA
FBtr0310503	CG14450-RB
FBtr0078538	CG14451-RA
FBtr0078539	ArfGAP3-RA
FBtr0078540	ArfGAP3-RB
FBtr0113186	ArfGAP3-RC
FBtr0331775	ArfGAP3-RH
FBtr0330173	ArfGAP3-RE
FBtr0330174	ArfGAP3-RF
FBtr0330175	ArfGAP3-RG
FBtr0078541	CG12546-RA
FBtr0078542	CG14454-RA
FBtr0331776	CG14454-RB
FBtr0331777	CG14455-RB
FBtr0474121	CG14459-RF
FBtr0474122	CG14459-RG
FBtr0078546	CG11226-RA
FBtr0078548	CG13239-RA
FBtr0078549	CG33169-RA
FBtr0299876	CG33169-RC
FBtr0078552	CG11109-RB
FBtr0078553	CG11109-RA
FBtr0078554	Ssl1-RA
FBtr0332051	Ssl1-RB
FBtr0078555	slif-RA
FBtr0078556	slif-RC
FBtr0078557	slif-RB
FBtr0078558	CG11131-RA
FBtr0332052	CG11131-RB
FBtr0078559	BoYb-RA
FBtr0078560	CG12768-RA
FBtr0331396	CG12768-RB
FBtr0331397	CG12768-RC
FBtr0331398	CG12768-RD
FBtr0078561	Mes2-RB
FBtr0078563	Mes2-RC
FBtr0300619	CG32457-RB
FBtr0300620	CG32457-RC
FBtr0078567	CG32461-RA
FBtr0078568	Chro-RB
FBtr0078569	Chro-RC
FBtr0078570	Chro-RA
FBtr0332053	Chro-RD
FBtr0346095	Chro-RE
FBtr0078571	Arf79F-RA
FBtr0078573	Arf79F-RB
FBtr0078574	Arf79F-RE
FBtr0078575	Arf79F-RC
FBtr0112858	Arf79F-RF
FBtr0299906	Arf79F-RH
FBtr0299907	Arf79F-RI
